Date,Open,High,Low,Close,Volume
1/2/2018 16:00:00,86.13,86.31,85.5,85.95,22483797
1/3/2018 16:00:00,86.06,86.51,85.97,86.35,26061439
1/4/2018 16:00:00,86.59,87.66,86.57,87.11,21911974
1/5/2018 16:00:00,87.66,88.41,87.43,88.19,23407110
1/8/2018 16:00:00,88.2,88.58,87.6,88.28,22113049
1/9/2018 16:00:00,88.65,88.73,87.86,88.22,19484317
1/10/2018 16:00:00,87.86,88.19,87.41,87.82,18652201
1/11/2018 16:00:00,88.13,88.13,87.24,88.08,17808877
1/12/2018 16:00:00,88.67,89.78,88.45,89.6,24271531
1/16/2018 16:00:00,90.1,90.79,88.01,88.35,36599736
1/17/2018 16:00:00,89.08,90.28,88.75,90.14,25621164
1/18/2018 16:00:00,89.8,90.67,89.66,90.1,24159683
1/19/2018 16:00:00,90.14,90.61,89.66,90,36875013
1/22/2018 16:00:00,90,91.62,89.74,91.61,23601555
1/23/2018 16:00:00,91.9,92.3,91.54,91.9,23412841
1/24/2018 16:00:00,92.55,93.43,91.58,91.82,33277483
1/25/2018 16:00:00,92.47,93.24,91.93,92.33,26383238
1/26/2018 16:00:00,93.12,94.06,92.58,94.06,29172167
1/29/2018 16:00:00,95.14,95.45,93.72,93.92,31569940
1/30/2018 16:00:00,93.3,93.66,92.1,92.74,38635053
1/31/2018 16:00:00,93.75,95.4,93.51,95.01,48756338
2/1/2018 16:00:00,94.79,96.07,93.58,94.26,47227882
2/2/2018 16:00:00,93.64,93.97,91.5,91.78,47867753
2/5/2018 16:00:00,90.56,93.24,88,88,51031465
2/6/2018 16:00:00,86.89,91.48,85.25,91.33,67998564
2/7/2018 16:00:00,90.49,91.77,89.2,89.61,41107592
2/8/2018 16:00:00,89.71,89.88,84.76,85.01,55628657
2/9/2018 16:00:00,86.3,88.93,83.83,88.18,63499065
2/12/2018 16:00:00,88.74,89.78,87.93,89.13,35720341
2/13/2018 16:00:00,88.93,90,87.8,89.83,26407702
2/14/2018 16:00:00,88.51,90.99,88.41,90.81,34960912
2/15/2018 16:00:00,91.21,92.72,90.62,92.66,27823866
2/16/2018 16:00:00,92.45,93.5,91.8,92,30596919
2/20/2018 16:00:00,91.48,93.06,91.01,92.72,30911725
2/21/2018 16:00:00,92.98,93.36,91.49,91.49,26922503
2/22/2018 16:00:00,92.05,92.73,91.36,91.73,24392753
2/23/2018 16:00:00,92.75,94.07,92.36,94.06,26329226
2/26/2018 16:00:00,94.4,95.45,94.25,95.42,30199846
2/27/2018 16:00:00,95.74,95.84,94.2,94.2,25869119
2/28/2018 16:00:00,94.84,95.71,93.63,93.77,31167338
3/1/2018 16:00:00,93.99,94.57,91.84,92.85,37135561
3/2/2018 16:00:00,91.58,93.15,90.86,93.05,32830389
3/5/2018 16:00:00,92.34,94.27,92.26,93.64,23901578
3/6/2018 16:00:00,94.34,94.49,92.94,93.32,22175776
3/7/2018 16:00:00,93.16,93.94,92.43,93.86,26716127
3/8/2018 16:00:00,94.27,95.1,93.77,94.43,25887828
3/9/2018 16:00:00,95.29,96.54,95,96.54,36937254
3/12/2018 16:00:00,96.5,97.21,96.04,96.77,26073742
3/13/2018 16:00:00,97,97.24,93.97,94.41,35387817
3/14/2018 16:00:00,95.12,95.41,93.5,93.85,32131981
3/15/2018 16:00:00,93.53,94.58,92.83,94.18,27610998
3/16/2018 16:00:00,94.68,95.38,93.92,94.6,49081279
3/19/2018 16:00:00,93.74,93.9,92.11,92.89,33344085
3/20/2018 16:00:00,93.05,93.77,93,93.13,23075240
3/21/2018 16:00:00,92.93,94.05,92.21,92.48,24457082
3/22/2018 16:00:00,91.27,91.75,89.66,89.79,38604715
3/23/2018 16:00:00,89.5,90.46,87.08,87.18,44068949
3/26/2018 16:00:00,90.61,94,90.4,93.78,56396780
3/27/2018 16:00:00,94.94,95.14,88.51,89.47,56569011
3/28/2018 16:00:00,89.82,91.23,88.87,89.39,52501146
3/29/2018 16:00:00,90.18,92.29,88.4,91.27,45867548
4/2/2018 16:00:00,90.47,90.88,87.51,88.52,48515417
4/3/2018 16:00:00,89.58,90.05,87.89,89.71,37213837
4/4/2018 16:00:00,87.85,92.76,87.73,92.33,35559956
4/5/2018 16:00:00,92.44,93.07,91.4,92.38,29771881
4/6/2018 16:00:00,91.49,92.46,89.48,90.23,38026000
4/9/2018 16:00:00,91.04,93.17,90.62,90.77,31533943
4/10/2018 16:00:00,92.39,93.28,91.64,92.88,26939883
4/11/2018 16:00:00,92.01,93.29,91.48,91.86,24872110
4/12/2018 16:00:00,92.43,94.16,92.43,93.58,26758879
4/13/2018 16:00:00,94.05,94.18,92.44,93.08,23346063
4/16/2018 16:00:00,94.07,94.66,93.42,94.17,20288083
4/17/2018 16:00:00,95,96.54,94.88,96.07,26771000
4/18/2018 16:00:00,96.22,96.72,95.52,96.44,21043287
4/19/2018 16:00:00,96.44,97.07,95.34,96.11,23552541
4/20/2018 16:00:00,95.91,96.11,94.05,95,31154377
4/23/2018 16:00:00,95.74,96.29,94.63,95.35,22331829
4/24/2018 16:00:00,96.24,96.47,92.41,93.12,34524799
4/25/2018 16:00:00,93.3,93.3,90.28,92.31,33729257
4/26/2018 16:00:00,93.55,95.15,93.1,94.26,42529043
4/27/2018 16:00:00,97.6,97.9,93.91,95.82,48272780
4/30/2018 16:00:00,96.33,96.4,93.15,93.52,41523605
5/1/2018 16:00:00,93.21,95.29,92.79,95,31408927
5/2/2018 16:00:00,94.99,95.17,93.19,93.51,27471002
5/3/2018 16:00:00,92.96,94.93,92.45,94.07,31142497
5/4/2018 16:00:00,93.32,95.37,92.92,95.16,22531325
5/7/2018 16:00:00,95.17,96.71,95.1,96.22,24242019
5/8/2018 16:00:00,95.85,96.16,95.06,95.81,23484589
5/9/2018 16:00:00,96.01,96.97,95.05,96.94,27327410
